data;P Foz Rio Urubu;P Rio Urubu Fazenda Fortaleza;H Foz Rio Urubu;H Rio Urubu Fazenda Fortaleza;Q Foz Rio Urubu;Q Rio Urubu Fazenda Fortaleza
28/JULY/2017;0;None;None;None;None;None
29/JULY/2017;0;None;None;None;None;None
30/JULY/2017;0;None;None;None;None;None
31/JULY/2017;0;None;None;None;None;None
1/AUGUST/2017;0;None;None;None;None;None
2/AUGUST/2017;0;None;None;None;None;None
3/AUGUST/2017;0;None;None;None;None;None
4/AUGUST/2017;0;None;None;None;None;None
5/AUGUST/2017;0;None;None;None;None;None
6/AUGUST/2017;0;None;None;None;None;None
7/AUGUST/2017;0;None;None;None;None;None
8/AUGUST/2017;0;None;None;None;None;None
9/AUGUST/2017;0;None;218.6129;None;None;None
10/AUGUST/2017;0;None;216.0521;None;None;None
11/AUGUST/2017;0;None;212.48958;None;None;None
12/AUGUST/2017;0;None;204.7033;None;None;None
13/AUGUST/2017;0;None;193.125;None;None;None
14/AUGUST/2017;0;None;182.90625;None;None;None
15/AUGUST/2017;0;None;190.60417;None;None;None
16/AUGUST/2017;0;None;199.57292;None;None;None
17/AUGUST/2017;0;None;206.5625;None;None;None
18/AUGUST/2017;0;None;205.53125;None;None;None
19/AUGUST/2017;0;None;203.47917;None;None;None
20/AUGUST/2017;0;None;201.02083;None;None;None
21/AUGUST/2017;0;None;198.09375;None;None;None
22/AUGUST/2017;0;None;202.1579;None;None;None
23/AUGUST/2017;0;None;205.58427;None;None;None
24/AUGUST/2017;0;None;202.26042;None;None;None
25/AUGUST/2017;0;None;202.41667;None;None;None
26/AUGUST/2017;0;None;205.38597;None;None;None
27/AUGUST/2017;0;None;None;None;None;None
28/AUGUST/2017;0;None;None;None;None;None
29/AUGUST/2017;0;None;None;None;None;None
30/AUGUST/2017;0;None;None;None;None;None
31/AUGUST/2017;0;None;None;None;None;None
1/SEPTEMBER/2017;0;None;None;None;None;None
2/SEPTEMBER/2017;0;None;None;None;None;None
3/SEPTEMBER/2017;0;None;None;None;None;None
4/SEPTEMBER/2017;0;None;None;None;None;None
5/SEPTEMBER/2017;0;None;None;None;None;None
6/SEPTEMBER/2017;0;None;None;None;None;None
7/SEPTEMBER/2017;0;None;None;None;None;None
8/SEPTEMBER/2017;0;None;None;None;None;None
9/SEPTEMBER/2017;0;None;None;None;None;None
10/SEPTEMBER/2017;0;None;None;None;None;None
11/SEPTEMBER/2017;0;None;None;None;None;None
12/SEPTEMBER/2017;0;None;None;None;None;None
13/SEPTEMBER/2017;0;None;None;None;None;None
14/SEPTEMBER/2017;0;None;None;None;None;None
15/SEPTEMBER/2017;0;None;None;None;None;None
16/SEPTEMBER/2017;0;None;None;None;None;None
17/SEPTEMBER/2017;0;None;None;None;None;None
18/SEPTEMBER/2017;0;None;None;None;None;None
19/SEPTEMBER/2017;0;None;None;None;None;None
20/SEPTEMBER/2017;0;None;None;None;None;None
21/SEPTEMBER/2017;0.4;None;None;None;None;None
22/SEPTEMBER/2017;0;None;None;None;None;None
23/SEPTEMBER/2017;0;None;None;None;None;None
24/SEPTEMBER/2017;0;None;None;None;None;None
25/SEPTEMBER/2017;0;None;None;None;None;None
26/SEPTEMBER/2017;0;None;None;None;None;None
27/SEPTEMBER/2017;0;None;None;None;None;None
28/SEPTEMBER/2017;0;None;None;None;None;None
29/SEPTEMBER/2017;0;None;None;None;None;None
30/SEPTEMBER/2017;0;None;None;None;None;None
31/SEPTEMBER/2017;None;None;None;None;None;None
1/OCTOBER/2017;0;None;None;None;None;None
2/OCTOBER/2017;0;None;None;None;None;None
3/OCTOBER/2017;0;None;None;None;None;None
4/OCTOBER/2017;0;None;None;None;None;None
5/OCTOBER/2017;0;None;None;None;None;None
6/OCTOBER/2017;0;None;None;None;None;None
7/OCTOBER/2017;0;None;None;None;None;None
8/OCTOBER/2017;0;None;None;None;None;None
9/OCTOBER/2017;0;None;None;None;None;None
10/OCTOBER/2017;0;None;None;None;None;None
11/OCTOBER/2017;None;None;None;None;None;None
12/OCTOBER/2017;None;None;None;None;None;None
13/OCTOBER/2017;None;None;None;None;None;None
14/OCTOBER/2017;None;None;None;None;None;None
15/OCTOBER/2017;None;None;None;None;None;None
16/OCTOBER/2017;0;None;202.31708;None;None;None
17/OCTOBER/2017;0;None;202;None;None;None
18/OCTOBER/2017;0;None;200.85417;None;None;None
19/OCTOBER/2017;0;None;199.66667;None;None;None
20/OCTOBER/2017;0.6;None;198;None;None;None
21/OCTOBER/2017;0;None;197.375;None;None;None
22/OCTOBER/2017;0;None;196.1875;None;None;None
23/OCTOBER/2017;0;None;195.27083;None;None;None
24/OCTOBER/2017;0;None;198.64583;None;None;None
25/OCTOBER/2017;0;None;200.51042;None;None;None
26/OCTOBER/2017;0;None;199.17708;None;None;None
27/OCTOBER/2017;0;None;198.19792;None;None;None
28/OCTOBER/2017;0;None;197.71875;None;None;None
29/OCTOBER/2017;0;None;196.85417;None;None;None
30/OCTOBER/2017;0.6;None;194.93478;None;None;None
31/OCTOBER/2017;51.399998;None;202.11458;None;None;None
1/NOVEMBER/2017;0;None;205.30208;None;None;None
2/NOVEMBER/2017;0;None;205.22917;None;None;None
3/NOVEMBER/2017;0;None;205.01042;None;None;None
4/NOVEMBER/2017;1;None;204.83333;None;None;None
5/NOVEMBER/2017;25;None;205.13542;None;None;None
6/NOVEMBER/2017;0.2;None;210.03123;None;None;None
7/NOVEMBER/2017;0;None;209.92706;None;None;None
8/NOVEMBER/2017;1.2;None;209.86456;None;None;None
9/NOVEMBER/2017;3.8;None;210.3854;None;None;None
10/NOVEMBER/2017;2.8000002;None;211.48419;None;None;None
11/NOVEMBER/2017;0.4;None;212.40625;None;None;None
12/NOVEMBER/2017;0;None;213.25002;None;None;None
13/NOVEMBER/2017;0;None;213.03127;None;None;None
14/NOVEMBER/2017;1.8000001;None;213.38544;None;None;None
15/NOVEMBER/2017;0.6;None;214.1146;None;None;None
16/NOVEMBER/2017;0;None;214.40627;None;None;None
17/NOVEMBER/2017;0;None;214.01044;None;None;None
18/NOVEMBER/2017;32.4;None;214.43752;None;None;None
19/NOVEMBER/2017;5.8;None;220.66667;None;None;None
20/NOVEMBER/2017;0.2;None;222.26042;None;None;None
21/NOVEMBER/2017;0.2;None;226.23958;None;None;None
22/NOVEMBER/2017;0;None;230.67708;None;None;None
23/NOVEMBER/2017;0;None;234.87498;None;None;None
24/NOVEMBER/2017;0;None;238.84377;None;None;None
25/NOVEMBER/2017;0.8;None;242.14584;None;None;None
26/NOVEMBER/2017;22;None;244.59375;None;None;None
27/NOVEMBER/2017;0;None;246.71875;None;None;None
28/NOVEMBER/2017;7;None;247.90625;None;None;None
29/NOVEMBER/2017;0.2;None;249.30208;None;None;None
30/NOVEMBER/2017;70.2;None;250.66667;None;None;None
31/NOVEMBER/2017;None;None;None;None;None;None
1/DECEMBER/2017;83;None;255.55208;None;None;None
2/DECEMBER/2017;17.800001;None;259.1354;None;None;None
3/DECEMBER/2017;0;None;257.6771;None;None;None
4/DECEMBER/2017;20.600002;None;257.59375;None;None;None
5/DECEMBER/2017;0;None;258.375;None;None;None
6/DECEMBER/2017;0;None;259.625;None;None;None
7/DECEMBER/2017;39.6;None;262.125;None;None;None
8/DECEMBER/2017;0;None;263.96875;None;None;None
9/DECEMBER/2017;1.6000001;None;265.4896;None;None;None
10/DECEMBER/2017;4;None;267.22916;None;None;None
11/DECEMBER/2017;32.000004;None;270.0521;None;None;None
12/DECEMBER/2017;1.8000001;None;270.6771;None;None;None
13/DECEMBER/2017;1.8;None;272.29166;None;None;None
14/DECEMBER/2017;102.79999;None;282.6875;None;None;None
15/DECEMBER/2017;6.5999994;None;292.52084;None;None;None
16/DECEMBER/2017;19.6;None;307.1146;None;None;None
17/DECEMBER/2017;22.800001;None;324.28125;None;None;None
18/DECEMBER/2017;7.999999;None;338.4896;None;None;None
19/DECEMBER/2017;37.800003;None;350.04166;None;None;None
20/DECEMBER/2017;0;None;361.78125;None;None;None
21/DECEMBER/2017;0;None;372.03125;None;None;None
22/DECEMBER/2017;0;None;381.1354;None;None;None
23/DECEMBER/2017;0;None;387.77084;None;None;None
24/DECEMBER/2017;2;None;392.47916;None;None;None
25/DECEMBER/2017;0;None;396.2604;None;None;None
26/DECEMBER/2017;0;None;396.9479;None;None;None
27/DECEMBER/2017;0;None;396.70834;None;None;None
28/DECEMBER/2017;2.0000002;None;394.6771;None;None;None
29/DECEMBER/2017;0;None;391.4896;None;None;None
30/DECEMBER/2017;13.999999;None;387.1146;None;None;None
31/DECEMBER/2017;0.6;None;383.02084;None;None;None
1/JANUARY/2018;0;None;382;None;None;None
2/JANUARY/2018;4.4000006;None;382.28125;None;None;None
3/JANUARY/2018;0.8;None;384.4896;None;None;None
4/JANUARY/2018;2.8000002;None;389.5;None;None;None
5/JANUARY/2018;33.40001;None;396.1146;None;None;None
6/JANUARY/2018;7.3999996;None;406.20834;None;None;None
7/JANUARY/2018;4.6000004;None;416.0208;None;None;None
8/JANUARY/2018;19.8;None;427.88544;None;None;None
9/JANUARY/2018;2.2;None;442.2083;None;None;None
10/JANUARY/2018;0.2;None;448.2727;None;None;None
11/JANUARY/2018;0;None;460.9434;None;None;None
12/JANUARY/2018;15.400001;None;465.2396;None;None;None
13/JANUARY/2018;0;None;471.5;None;None;None
14/JANUARY/2018;22.000002;None;482.8021;None;None;None
15/JANUARY/2018;21.2;None;492.5208;None;None;None
16/JANUARY/2018;0.2;None;500.6771;None;None;None
17/JANUARY/2018;0;None;505.34375;None;None;None
18/JANUARY/2018;0.2;None;506.9896;None;None;None
19/JANUARY/2018;2.2;None;504.44794;None;None;None
20/JANUARY/2018;0;None;497.1979;None;None;None
21/JANUARY/2018;0;None;485.01044;None;None;None
22/JANUARY/2018;4.6;None;473.0729;None;None;None
23/JANUARY/2018;0.6;None;463.0104;None;None;None
24/JANUARY/2018;0.2;None;454.15628;None;None;None
25/JANUARY/2018;0.4;None;445.3958;None;None;None
26/JANUARY/2018;0;None;439.5625;None;None;None
27/JANUARY/2018;0.2;None;433.9375;None;None;None
28/JANUARY/2018;0;None;427.78128;None;None;None
29/JANUARY/2018;0;None;427.37503;None;None;None
30/JANUARY/2018;0;None;431.875;None;None;None
31/JANUARY/2018;0.4;None;435.2396;None;None;None
1/FEBRUARY/2018;12.799999;None;437.45834;None;None;None
2/FEBRUARY/2018;0.8;None;442.17706;None;None;None
3/FEBRUARY/2018;78.40001;None;452.54166;None;None;None
4/FEBRUARY/2018;30.399998;None;478.3854;None;None;None
5/FEBRUARY/2018;77.20002;None;513.82294;None;None;None
6/FEBRUARY/2018;27.000002;None;535.44446;None;None;None
7/FEBRUARY/2018;3.2;None;None;None;None;None
8/FEBRUARY/2018;0;None;None;None;None;None
9/FEBRUARY/2018;33.4;None;None;None;None;None
10/FEBRUARY/2018;4;None;None;None;None;None
11/FEBRUARY/2018;0.6;None;None;None;None;None
12/FEBRUARY/2018;26.8;None;None;None;None;None
13/FEBRUARY/2018;0.2;None;None;None;None;None
14/FEBRUARY/2018;1.4000001;None;None;None;None;None
15/FEBRUARY/2018;31.8;None;None;None;None;None
16/FEBRUARY/2018;11.8;None;None;None;None;None
17/FEBRUARY/2018;0.4;None;None;None;None;None
18/FEBRUARY/2018;11.4;None;None;None;None;None
19/FEBRUARY/2018;13.8;None;None;None;None;None
20/FEBRUARY/2018;0;None;None;None;None;None
21/FEBRUARY/2018;1.8000001;None;None;None;None;None
22/FEBRUARY/2018;4.4;None;None;None;None;None
23/FEBRUARY/2018;0.2;None;None;None;None;None
24/FEBRUARY/2018;0.2;None;None;None;None;None
25/FEBRUARY/2018;7.3999996;None;None;None;None;None
26/FEBRUARY/2018;0;None;None;None;None;None
27/FEBRUARY/2018;4.7999997;None;None;None;None;None
28/FEBRUARY/2018;0.2;None;None;None;None;None
29/FEBRUARY/2018;None;None;None;None;None;None
30/FEBRUARY/2018;None;None;None;None;None;None
31/FEBRUARY/2018;None;None;None;None;None;None
1/MARCH/2018;6;None;None;None;None;None
2/MARCH/2018;0.2;None;None;None;None;None
3/MARCH/2018;0;None;None;None;None;None
4/MARCH/2018;0;None;None;None;None;None
5/MARCH/2018;15.200001;None;None;None;None;None
6/MARCH/2018;0.2;None;None;None;None;None
7/MARCH/2018;0;None;None;None;None;None
8/MARCH/2018;7;None;None;None;None;None
9/MARCH/2018;0;None;None;None;None;None
10/MARCH/2018;50.4;None;None;None;None;None
11/MARCH/2018;5.3999996;None;None;None;None;None
12/MARCH/2018;18.800001;None;None;None;None;None
13/MARCH/2018;44.800003;None;None;None;None;None
14/MARCH/2018;1.4000001;None;None;None;None;None
15/MARCH/2018;1;None;None;None;None;None
16/MARCH/2018;0;None;None;None;None;None
17/MARCH/2018;17.400003;None;None;None;None;None
18/MARCH/2018;0;None;None;None;None;None
19/MARCH/2018;26.2;None;None;None;None;None
20/MARCH/2018;0;None;None;None;None;None
21/MARCH/2018;0;None;None;None;None;None
22/MARCH/2018;0;None;None;None;None;None
23/MARCH/2018;6;None;None;None;None;None
24/MARCH/2018;0.4;None;None;None;None;None
25/MARCH/2018;44.000004;None;None;None;None;None
26/MARCH/2018;7.3999996;None;None;None;None;None
27/MARCH/2018;0.2;None;None;None;None;None
28/MARCH/2018;7.6000004;None;None;None;None;None
29/MARCH/2018;0.2;None;None;None;None;None
30/MARCH/2018;3.6000004;None;None;None;None;None
31/MARCH/2018;0;None;None;None;None;None
1/APRIL/2018;0;None;None;None;None;None
2/APRIL/2018;0.2;None;None;None;None;None
3/APRIL/2018;0.2;None;None;None;None;None
4/APRIL/2018;2.2;None;None;None;None;None
5/APRIL/2018;0;None;None;None;None;None
6/APRIL/2018;80.59999;None;None;None;None;None
7/APRIL/2018;9.8;None;None;None;None;None
8/APRIL/2018;0;None;None;None;None;None
9/APRIL/2018;1.2;None;None;None;None;None
10/APRIL/2018;0;None;None;None;None;None
11/APRIL/2018;0;None;None;None;None;None
12/APRIL/2018;0.6;None;None;None;None;None
13/APRIL/2018;2.2;None;None;None;None;None
14/APRIL/2018;41.8;None;None;None;None;None
15/APRIL/2018;0.2;None;None;None;None;None
16/APRIL/2018;3;None;None;None;None;None
17/APRIL/2018;43.20001;None;None;None;None;None
18/APRIL/2018;0;None;None;None;None;None
19/APRIL/2018;0;None;None;None;None;None
20/APRIL/2018;0;None;None;None;None;None
21/APRIL/2018;0;None;None;None;None;None
22/APRIL/2018;0;None;None;None;None;None
23/APRIL/2018;0.4;None;None;None;None;None
24/APRIL/2018;1.6;None;None;None;None;None
25/APRIL/2018;5.6;None;None;None;None;None
26/APRIL/2018;0.2;None;None;None;None;None
27/APRIL/2018;1.8;None;None;None;None;None
28/APRIL/2018;0.2;None;None;None;None;None
29/APRIL/2018;0;None;None;None;None;None
30/APRIL/2018;0;None;None;None;None;None
31/APRIL/2018;None;None;None;None;None;None
1/MAY/2018;0;None;None;None;None;None
2/MAY/2018;0;None;None;None;None;None
3/MAY/2018;0.2;None;None;None;None;None
4/MAY/2018;0;None;None;None;None;None
5/MAY/2018;0.2;None;None;None;None;None
6/MAY/2018;0;None;None;None;None;None
7/MAY/2018;0;None;None;None;None;None
8/MAY/2018;0;None;None;None;None;None
9/MAY/2018;0;None;None;None;None;None
10/MAY/2018;0;None;None;None;None;None
11/MAY/2018;0;None;None;None;None;None
12/MAY/2018;0;None;None;None;None;None
13/MAY/2018;0;None;None;None;None;None
14/MAY/2018;0;None;None;None;None;None
15/MAY/2018;6.2;None;None;None;None;None
16/MAY/2018;0;None;None;None;None;None
17/MAY/2018;0;None;None;None;None;None
18/MAY/2018;0.2;None;None;None;None;None
19/MAY/2018;12.000001;None;None;None;None;None
20/MAY/2018;11.799998;None;None;None;None;None
21/MAY/2018;0;None;None;None;None;None
22/MAY/2018;0;None;None;None;None;None
23/MAY/2018;0.4;None;None;None;None;None
24/MAY/2018;0.2;None;None;None;None;None
25/MAY/2018;0;None;None;None;None;None
26/MAY/2018;0;None;None;None;None;None
27/MAY/2018;0;None;None;None;None;None
28/MAY/2018;0;None;None;None;None;None
29/MAY/2018;0;None;None;None;None;None
30/MAY/2018;0;None;None;None;None;None
31/MAY/2018;0;None;None;None;None;None
1/JUNE/2018;0;None;None;None;None;None
2/JUNE/2018;0;None;None;None;None;None
3/JUNE/2018;0;None;None;None;None;None
4/JUNE/2018;0;None;None;None;None;None
5/JUNE/2018;0;None;None;None;None;None
6/JUNE/2018;0;None;None;None;None;None
7/JUNE/2018;0;None;None;None;None;None
8/JUNE/2018;0;None;None;None;None;None
9/JUNE/2018;0;None;None;None;None;None
10/JUNE/2018;0;None;None;None;None;None
11/JUNE/2018;0;None;None;None;None;None
12/JUNE/2018;0;None;None;None;None;None
13/JUNE/2018;0;None;None;None;None;None
14/JUNE/2018;0;None;None;None;None;None
15/JUNE/2018;0.2;None;313.459;None;None;None
16/JUNE/2018;0;None;378.85416;None;None;None
17/JUNE/2018;0;None;395.40625;None;None;None
18/JUNE/2018;0;None;406.71875;None;None;None
19/JUNE/2018;0;None;457.875;None;None;None
20/JUNE/2018;0;None;476.85715;None;None;None
21/JUNE/2018;0;None;481.0417;None;94.1;None
22/JUNE/2018;0;None;482.32294;None;94.54896;None
23/JUNE/2018;0;None;480.32294;None;91.60521;None
24/JUNE/2018;0;None;477.51044;None;87.58125;None
25/JUNE/2018;0;None;476.89584;None;86.6823;None
26/JUNE/2018;0;None;476.02084;None;85.47604;None
27/JUNE/2018;0.8;None;470.0833;None;77.4125;None
28/JUNE/2018;0;None;467.5729;None;74.14479;None
29/JUNE/2018;0;None;466.8021;None;73.18854;None
30/JUNE/2018;0;None;464.96387;None;70.86747;None
31/JUNE/2018;None;None;None;None;None;None
1/JULY/2018;None;None;None;None;None;None
2/JULY/2018;0;None;461.27274;None;66.32727;None
3/JULY/2018;0;None;461.2604;None;66.316666;None
4/JULY/2018;0;None;460.09375;None;64.99167;None
5/JULY/2018;0;None;458.79166;None;63.45;None
6/JULY/2018;0;None;457.64584;None;62.10625;None
7/JULY/2018;0;None;453.70834;None;57.69583;None
8/JULY/2018;0;None;448.0208;None;51.628124;None
9/JULY/2018;0;None;443.8333;None;47.43333;None
10/JULY/2018;0;None;442.40625;None;46.06354;None
11/JULY/2018;0;None;443.68747;None;47.2875;None
12/JULY/2018;0;None;444.84375;None;48.44375;None
13/JULY/2018;0;None;445.34372;None;48.94375;None
14/JULY/2018;0;None;444.69788;None;48.297916;None
15/JULY/2018;0;None;442.93747;None;46.556248;None
16/JULY/2018;0;None;444.28122;None;47.845055;None
17/JULY/2018;0;None;445.11456;None;48.71458;None
18/JULY/2018;0;None;444.3125;None;47.9125;None
19/JULY/2018;0;None;442.93747;None;46.553333;None
20/JULY/2018;0;None;441;None;44.71771;None
21/JULY/2018;0;None;438.125;None;42.065628;None
22/JULY/2018;0;None;434.625;None;38.982292;None
23/JULY/2018;0;None;433.7396;None;38.211456;None
24/JULY/2018;0;None;431.56253;None;36.360416;None
25/JULY/2018;0;None;427.57294;None;33.166668;None
26/JULY/2018;0;None;421.62497;None;28.641666;None
27/JULY/2018;0;0;417.36456;324;25.677084;None
28/JULY/2018;0;0;411.9375;319.8642;22.179167;2.6082191
29/JULY/2018;0;0;405.25;308.39584;18.288542;2.4135418
30/JULY/2018;0;0;399.58334;301.29166;15.311459;2.3062499
31/JULY/2018;0;0;393.8125;306.1354;12.992857;2.4
1/AUGUST/2018;0;0;388.3854;308.4479;None;2.4
2/AUGUST/2018;0;0;383.54166;309.5729;None;2.4114585
3/AUGUST/2018;0;0;378.54166;303.4271;None;2.3364584
4/AUGUST/2018;0;0;372.0521;289.90625;None;2.1114583
5/AUGUST/2018;0;0;367.625;270.8646;4;1.8229166
6/AUGUST/2018;0;0;368.41666;263.9271;4.2833333;1.71875
7/AUGUST/2018;0;0;366.40625;269.9271;3.8479166;1.8
8/AUGUST/2018;0;0;357.5;266.43182;2.2208333;1.7454545
9/AUGUST/2018;0;0;350.71875;260.45834;1.3;1.6656251
10/AUGUST/2018;0;0;346.0104;248.44156;0.87291664;1.5051948
11/AUGUST/2018;0;0;341;232.23729;0.4791667;1.298305
12/AUGUST/2018;0;0;334.4896;218.91667;0.18645833;1.1229167
13/AUGUST/2018;0;0;329.27084;213.86905;0.072916664;1.0476191
14/AUGUST/2018;0;0;308.8125;217.80435;0;1.1
15/AUGUST/2018;4.8;0;303.7396;214.36365;0;1.0784091
16/AUGUST/2018;0;0;301.46875;208.2738;0;0.9904762
17/AUGUST/2018;0;0;296.75;200.7619;0;0.9
18/AUGUST/2018;0;0;289.34375;197.1039;0;0.8883117
19/AUGUST/2018;0;0;279.03125;188.77777;0;0.7952381
20/AUGUST/2018;0;0;276.14584;184.625;0;0.7284091
21/AUGUST/2018;0;0;270.85416;187.5;0;0.8
22/AUGUST/2018;0;0;267.79166;184.29167;0;0.72291666
23/AUGUST/2018;0;0;259.02084;182.23958;0;0.7
24/AUGUST/2018;0;0;237.96875;182.57292;0;0.7
25/AUGUST/2018;0;0;229.9375;177.11458;0;0.665625
26/AUGUST/2018;0;0;223.61458;162.69792;0;0.53333336
27/AUGUST/2018;0;0;224.95833;152.48958;0;0.5
28/AUGUST/2018;0;0;229.44792;157.20833;0;0.5
29/AUGUST/2018;0;0;227.79167;158.4945;0;0.5
30/AUGUST/2018;0;0;218.375;155.25;0;0.5
31/AUGUST/2018;0;0;218.5521;149.21875;0;None
1/SEPTEMBER/2018;0;0;226.97917;152.875;None;0.5
2/SEPTEMBER/2018;0;0;233.65623;158.58333;None;0.5
3/SEPTEMBER/2018;0;0;236.11458;163.38542;None;0.53125
4/SEPTEMBER/2018;0;0;236.35416;167.58333;None;0.6
5/SEPTEMBER/2018;0;0;235.49998;171.32608;None;0.6
6/SEPTEMBER/2018;0;0;235.61456;174.91667;None;0.6322917
7/SEPTEMBER/2018;0;0;235.5729;178.1875;None;0.7
8/SEPTEMBER/2018;0;0;236.12498;181.25;None;0.7
9/SEPTEMBER/2018;0;0;235.89581;183.96875;None;0.7114583
10/SEPTEMBER/2018;0;0;235.55206;186.70833;None;0.7864583
11/SEPTEMBER/2018;0;0;235.58331;189.27083;None;0.8
12/SEPTEMBER/2018;0;0;235.7604;191.57292;None;0.8
13/SEPTEMBER/2018;0;0;235.64581;193.78125;None;0.8
14/SEPTEMBER/2018;0;0;235.87498;196.05208;None;0.87291664
15/SEPTEMBER/2018;0;0;236.28123;198.05208;None;0.9
16/SEPTEMBER/2018;0;0;235.40623;199.97917;0;0.9
17/SEPTEMBER/2018;0;0;235.3854;201.625;0;0.9
18/SEPTEMBER/2018;0;0;234.96873;203.07292;0;0.9
19/SEPTEMBER/2018;0;0;234.67706;204.48958;0;0.946875
20/SEPTEMBER/2018;0;0;234.47916;205.59375;0;1
21/SEPTEMBER/2018;0;0;234.53123;206.5625;0;1
22/SEPTEMBER/2018;0;0;234.48956;207.59375;0;1
23/SEPTEMBER/2018;0;0;234.34373;208.40625;0;1
24/SEPTEMBER/2018;0;0;234.21873;209.15623;0;1
25/SEPTEMBER/2018;0;0;234.2604;209.53123;0;1
26/SEPTEMBER/2018;0;0;234.16666;209.95789;0;1
27/SEPTEMBER/2018;0;0;234.1354;209.97916;0;1
28/SEPTEMBER/2018;0;0;234.1354;209.99998;0;1
29/SEPTEMBER/2018;0;0;234.31248;209.99998;0;1
30/SEPTEMBER/2018;4.2;0;234.90623;210.0326;0;1
31/SEPTEMBER/2018;None;None;None;None;None;None
1/OCTOBER/2018;0;0;234.97916;210.93748;0;1
2/OCTOBER/2018;1.6000001;0;234.18748;211.28233;0;1.0011765
3/OCTOBER/2018;0;0;234.31248;213.9896;0;1.0989584
4/OCTOBER/2018;0;0;234.0729;214.01044;0;1.1
5/OCTOBER/2018;0;0;234.0729;214.41669;0;1.1
6/OCTOBER/2018;0;0;234.0729;214.64584;0;1.1
7/OCTOBER/2018;0;0;234.05206;215.14584;0;1.1
8/OCTOBER/2018;0;0;234.09373;216.3021;0;1.1
9/OCTOBER/2018;0;0;233.375;216.19794;0;1.1
10/OCTOBER/2018;0;0;233.45833;217.60417;0;1.1
11/OCTOBER/2018;0;0;233.45833;220.36458;0;1.1083333
12/OCTOBER/2018;0.6;0;233.4479;220.52702;0;1.1232877
13/OCTOBER/2018;0;0;237.625;222.58333;0;1.2
14/OCTOBER/2018;0;0;236.05206;223.625;0;1.2
15/OCTOBER/2018;0.8;0;234.58331;224.32292;0;1.2
16/OCTOBER/2018;0;0;234.0104;224.38542;0;1.2
17/OCTOBER/2018;0;0;234.1354;225.41667;0;1.2
18/OCTOBER/2018;0;0;233.53125;225.30208;0;1.2
19/OCTOBER/2018;3.6000001;0;233.45833;225.47917;0;1.2
20/OCTOBER/2018;10.4;0;234.35416;227.16667;0;1.2
21/OCTOBER/2018;0.2;0;234.02081;227.02083;0;1.2
22/OCTOBER/2018;0;0;233.34375;227.23958;0;1.2
23/OCTOBER/2018;0;0;233.40625;227.70833;0;1.2010417
24/OCTOBER/2018;0.2;0;233.23958;228.25;0;1.2
25/OCTOBER/2018;0;0;233.34375;229.07292;0;1.228125
26/OCTOBER/2018;0;0;232.63542;228.56522;0;1.2173914
27/OCTOBER/2018;2;0;232.64583;228.4375;0;1.2083334
28/OCTOBER/2018;3.8;0;233.71875;230.09782;0;1.3
29/OCTOBER/2018;0.2;0;233.96873;231.79167;0;1.3
30/OCTOBER/2018;21.400002;0;235.1354;232.13095;0;1.3
31/OCTOBER/2018;0;0;237.25;232.95833;0;1.3
1/NOVEMBER/2018;0;0;237.13542;233.15625;0;1.3
2/NOVEMBER/2018;13.400001;0;236.59373;233.3854;0;1.3
3/NOVEMBER/2018;0;0;235.53123;234.81248;0;1.3
4/NOVEMBER/2018;6.799999;0;235.90216;234.99998;0;1.3
5/NOVEMBER/2018;1.8000002;0;236.5625;236.2048;0;1.3012048
6/NOVEMBER/2018;0;0;236.375;236.08331;0;1.3
7/NOVEMBER/2018;0;0;236.82292;236.96873;0;1.3041667
8/NOVEMBER/2018;59.800007;0;237.47917;237.6413;0;1.322826
9/NOVEMBER/2018;2.6000001;0;238.81252;245.83333;0;1.4927083
10/NOVEMBER/2018;1.2;0;238.11458;246.44792;0;1.5
11/NOVEMBER/2018;2.4;0;238.22917;248.66304;0;1.5
12/NOVEMBER/2018;17.400002;0;238.8646;249.48889;0;1.5
13/NOVEMBER/2018;3;0;240.09377;None;0;None
14/NOVEMBER/2018;34.8;0;242.10417;None;0;None
15/NOVEMBER/2018;1.6;0;242.5;None;0;None
16/NOVEMBER/2018;21.600002;0;244.57292;None;0;None
17/NOVEMBER/2018;0;0;244.21875;None;0;None
18/NOVEMBER/2018;0.2;0;245.26042;None;0;None
19/NOVEMBER/2018;0;0;246.02083;None;0;None
20/NOVEMBER/2018;0;0;246.64583;None;0;None
21/NOVEMBER/2018;0;0;246.65625;None;0;None
22/NOVEMBER/2018;19.200006;0;248.36458;None;0;None
23/NOVEMBER/2018;38.600002;0;250.47917;None;0;None
24/NOVEMBER/2018;20.000002;0;252.6875;None;0;None
25/NOVEMBER/2018;0;0;252.83333;None;0;None
26/NOVEMBER/2018;33.2;8;253.5625;None;0;None
27/NOVEMBER/2018;9.400001;1.4;255.85417;None;0;None
28/NOVEMBER/2018;0.4;0;255.17708;None;0;None
29/NOVEMBER/2018;15.4;13.6;255.76042;None;0;None
30/NOVEMBER/2018;10.999999;28.200003;255.39583;None;0;None
31/NOVEMBER/2018;None;None;None;None;None;None
1/DECEMBER/2018;1.8000001;2.8000002;256.5625;None;0;None
2/DECEMBER/2018;7.5999994;9.4;258.125;None;0;None
3/DECEMBER/2018;29.800001;15;264.6875;None;0;None
4/DECEMBER/2018;41.800022;31.200006;274.5;None;0;None
5/DECEMBER/2018;7.799999;5.799999;280.6979;None;0;None
